BlockId,y_true,score_dbscan,pred_dbscan
blk_4230385959140876761,0,0.0,0
blk_6045765946840212638,0,0.0,0
blk_-2125681194680440719,0,0.0,0
blk_-4948744351549634643,0,0.0,0
blk_-7272577559948543216,0,0.0,0
blk_8956029894348668245,1,5.419105529785156,1
blk_5229934417165179592,0,0.0,0
blk_3318822925199933315,0,0.0,0
blk_5152268585479482151,0,0.0,0
blk_5245638155902651297,0,0.0,0
blk_8586577069068360435,0,0.0,0
blk_1707839968934991260,0,0.0,0
blk_68063282556133214,0,0.0,0
blk_1131212494337742674,0,0.0,0
blk_3882108147268249808,0,0.0,0
blk_7717673425978832238,0,0.0,0
blk_-984784414178453452,0,0.0,0
blk_-7415991062082583993,0,0.0,0
blk_-5978452670423711843,0,0.0,0
blk_-1145940551956466443,0,0.0,0
blk_2900911527250106746,0,0.0,0
blk_-2102235370057985048,0,0.0,0
blk_-2436061872515446875,0,0.0,0
blk_2626966708438358995,0,0.0,0
blk_6763863888784019261,0,0.0,0
blk_-7253379701547682099,0,0.0,0
blk_-5840479443841614101,0,0.0,0
blk_-9034021401389648096,0,0.0,0
blk_1445658732061331250,0,0.0,0
blk_-3492634552647786997,0,0.0,0
blk_7632206180276090575,0,0.0,0
blk_2075287131924469759,0,0.0,0
blk_8692397667833132956,0,0.0,0
blk_2318547663174114285,0,0.0,0
blk_7038928576860176920,0,0.0,0
blk_-6170696672401592331,0,0.0,0
blk_38696874328497212,0,0.0,0
blk_1404543469716228628,0,0.0,0
blk_7194527241876278486,0,0.0,0
blk_6149935510775781915,0,0.0,0
blk_-3576371630945130524,0,0.0,0
blk_1295982099994946948,0,0.0,0
blk_8822775702627284108,1,6.578214168548584,1
blk_7440663988317009685,0,0.0,0
blk_2726205643371710464,0,0.0,0
blk_-5584698241730886303,0,8.429369557916289e-08,0
blk_-3009375617770940708,0,0.0,0
blk_-2066251688095916067,0,0.0,0
blk_4478634550859154433,0,0.0,0
blk_2807750160294481381,0,0.0,0
blk_-1731880471285907991,0,0.0,0
blk_3239945878166791271,0,0.0,0
blk_-8984811391785398981,0,8.429369557916289e-08,0
blk_-4562999979635412166,0,0.0,0
blk_-3982544903962914450,0,0.0,0
blk_-1658427929097400972,0,0.0,0
blk_7620293147900227697,0,0.0,0
blk_-6679496801331520613,0,8.429369557916289e-08,0
blk_-2949112985622361333,0,8.429369557916289e-08,0
blk_-8968885450010164963,0,0.0,0
blk_9144420084130798341,0,0.0,0
blk_5649717037334227925,0,0.0,0
blk_5002577823165214024,0,0.0,0
blk_4999471429351777153,0,0.0,0
blk_5599613948328007836,0,0.0,0
blk_3587508140051953248,0,0.0,0
blk_9090545532525231875,0,0.0,0
blk_-5532504472673142340,0,0.0,0
blk_9057284966054544342,0,8.429369557916289e-08,0
blk_101222688392626201,0,0.0,0
blk_1709621310078105781,0,0.0,0
blk_105096534127751529,0,0.0,0
blk_4653697034349853911,0,0.0,0
blk_8525199544113225200,0,0.0,0
blk_-7776748408435319146,0,8.429369557916289e-08,0
blk_1261676919178192629,0,0.0,0
blk_3164231179286307724,0,0.0,0
blk_-4803847588049307680,0,0.0,0
blk_-730360888507267446,1,4.1845316886901855,1
blk_8959689965662480077,0,0.0,0
blk_8217472834568903987,0,0.0,0
blk_7685440385204653580,0,0.0,0
blk_3066437048572675863,0,0.0,0
blk_7561932573311243911,0,0.0,0
blk_-5451251237252048551,0,0.0,0
blk_7233483060617031024,1,36.263919830322266,1
blk_4646428186591836826,0,0.0,0
blk_-4899701171103985823,0,8.429369557916289e-08,0
blk_6125779937831340970,0,0.0,0
blk_-6815201982083154332,0,0.0,0
blk_5579467331252443342,0,8.429369557916289e-08,0
blk_3970246211896067472,0,8.429369557916289e-08,0
blk_6157997286876178234,0,0.0,0
blk_645236128027865739,0,0.0,0
blk_4541000363587104455,1,3.3717478231665154e-07,1
blk_3103463273489535627,0,8.429369557916289e-08,0
blk_2593532977262561448,0,8.429369557916289e-08,0
blk_-8827887818154175723,0,0.0,0
blk_-8404643106549908854,0,0.0,0
blk_-2109756653571893468,0,8.429369557916289e-08,0
blk_7222498742591460608,0,0.0,0
blk_7719990227447980960,0,8.429369557916289e-08,0
blk_5872052798391895835,0,0.0,0
blk_5151599425492863559,0,0.0,0
blk_1664610274377970516,0,0.0,0
blk_-1787747917999809597,0,0.0,0
blk_1946004376749893875,0,8.429369557916289e-08,0
blk_-8010223751439051327,0,0.0,0
blk_4626649796877455313,0,0.0,0
blk_1287820433357507321,0,8.429369557916289e-08,0
blk_8194134920492115188,1,5.100013256072998,1
blk_4286887770593516283,0,0.0,0
blk_-5848320057919301808,0,8.429369557916289e-08,0
blk_6535531443293956238,0,8.429369557916289e-08,0
blk_4771380972429014730,0,0.0,0
blk_-8318899905866962904,0,0.0,0
blk_4301761665496587132,0,8.429369557916289e-08,0
blk_-5727424205327955551,0,0.0,0
blk_4114730815151278021,0,0.0,0
blk_8652779608730262978,1,5.063178539276123,1
blk_-836233151529212612,0,0.0,0
blk_6883563342097695630,0,0.0,0
blk_-8362497138740341473,0,0.0,0
blk_1724937431375222475,1,0.0,0
blk_-6128919666292707910,0,0.0,0
blk_2585482977321696711,0,8.429369557916289e-08,0
blk_5242795400745846279,0,0.0,0
blk_8892662390416909095,0,8.429369557916289e-08,0
blk_4250700552550942730,0,0.0,0
blk_1476176421115076289,0,0.0,0
blk_6372129784141375666,0,8.429369557916289e-08,0
blk_5177049571237036620,0,8.429369557916289e-08,0
blk_-463193182434556437,0,0.0,0
blk_3734396271535913393,0,0.0,0
blk_8865501975865137635,0,0.0,0
blk_8920928651061450014,0,8.429369557916289e-08,0
blk_6733388278584961437,0,8.429369557916289e-08,0
blk_2079807786131144147,0,0.0,0
blk_5854445875533005577,0,8.429369557916289e-08,0
blk_8997777230363014617,0,0.0,0
blk_8177057296804418453,0,0.0,0
blk_3394016662344176985,0,0.0,0
blk_7850099720162595783,1,3.3717478231665154e-07,1
blk_-1119170123671317768,0,8.429369557916289e-08,0
blk_4071991972488863081,0,8.429369557916289e-08,0
blk_-7852420368530426771,0,0.0,0
blk_4734915392317610451,0,0.0,0
blk_-9214401258328031005,0,8.429369557916289e-08,0
blk_-5803494472011437608,0,8.429369557916289e-08,0
blk_4090762380753480718,0,8.429369557916289e-08,0
blk_4300363728806508305,0,0.0,0
blk_1321424246553878060,0,0.0,0
blk_-8748864538743583504,0,0.0,0
blk_6971946234703218071,0,0.0,0
blk_-2907676294044488796,0,0.0,0
blk_3378603771351120203,0,0.0,0
blk_605403660291612051,0,8.429369557916289e-08,0
blk_-3526097494099383010,0,0.0,0
blk_3066544017443214422,0,0.0,0
blk_-3280974078114718226,0,8.429369557916289e-08,0
blk_-7451664451303727618,0,8.429369557916289e-08,0
blk_5410208902277195062,0,8.429369557916289e-08,0
blk_-2880006918745214832,0,8.429369557916289e-08,0
blk_-1651866081125153053,0,0.0,0
blk_2180397444240783390,0,0.0,0
blk_-4868377411724137457,0,0.0,0
blk_-2201643233977574945,0,0.0,0
blk_3782975493648328469,0,0.0,0
blk_-1735217213280209716,0,0.0,0
blk_4696075330811234859,0,0.0,0
blk_7972861293363432138,1,6.578214168548584,1
blk_-2280709652307966691,0,8.429369557916289e-08,0
blk_2185218232984435164,0,0.0,0
blk_3221940457334913381,0,8.429369557916289e-08,0
blk_902386869188534793,0,0.0,0
blk_-1877139487193237019,0,8.429369557916289e-08,0
blk_791930612783797610,0,8.429369557916289e-08,0
blk_6262345675164981282,0,0.0,0
blk_-7211558588074272236,0,0.0,0
blk_726137903119919282,0,8.429369557916289e-08,0
blk_1039895903613039553,0,0.0,0
blk_904439934440603618,0,0.0,0
blk_-4972492677884485212,0,0.0,0
blk_284636698413049215,0,0.0,0
blk_1709858776987564324,0,0.0,0
blk_-8862150443716979255,0,8.429369557916289e-08,0
blk_387002051070209036,0,0.0,0
blk_984155786703949688,0,8.429369557916289e-08,0
blk_3557399825973958163,0,8.429369557916289e-08,0
blk_8788754688695348102,1,5.669321537017822,1
blk_8638303870309619165,0,0.0,0
blk_-5907703102486690706,0,0.0,0
blk_-4362403665399639839,0,8.429369557916289e-08,0
blk_-7249872060432857182,0,8.429369557916289e-08,0
blk_8683945827871981760,0,0.0,0
blk_-539598401058678936,0,0.0,0
blk_-2032690790227922250,0,0.0,0
blk_-3519073750032431739,0,0.0,0
blk_-9173504240528227360,0,0.0,0
blk_-4162305503809939321,0,8.429369557916289e-08,0
blk_1670996471284413964,0,0.0,0
blk_3977831162748550501,0,0.0,0
blk_-8133241963025688591,0,0.0,0
blk_5209905099437312576,0,8.429369557916289e-08,0
blk_-509038262446900675,1,2.685129404067993,1
blk_-3826839710179062222,0,0.0,0
blk_4185047777418044521,0,8.429369557916289e-08,0
blk_-586106670307474163,0,0.0,0
blk_-2480612019307236259,1,0.0,0
blk_911971757547421894,0,0.0,0
blk_-1682308650513192813,0,0.0,0
blk_-5773234432349454139,0,0.0,0
blk_2898305000422240207,0,0.0,0
blk_-6665949367745336605,0,0.0,0
blk_-6186065430906880293,0,0.0,0
blk_-8372968462378908906,0,8.429369557916289e-08,0
blk_-5045470836586200276,0,8.429369557916289e-08,0
blk_2826145640419344557,0,0.0,0
blk_-1573562012259415751,0,0.0,0
blk_4757938353120045108,0,0.0,0
blk_7275325563293251249,0,0.0,0
blk_8954458708846501822,1,5.100013256072998,1
blk_-6695190421225321486,0,0.0,0
blk_1046132989321087322,0,0.0,0
blk_3718422369130522631,0,0.0,0
blk_-2513276357305269340,0,0.0,0
blk_-2643423159187963356,0,8.429369557916289e-08,0
blk_-129874114075444796,0,8.429369557916289e-08,0
blk_-5199743826871757242,0,0.0,0
blk_-3071477655882883277,0,8.429369557916289e-08,0
blk_-8809520096403995903,0,0.0,0
blk_-8907418798991321287,0,8.429369557916289e-08,0
blk_-5528990325365408696,0,8.429369557916289e-08,0
blk_-8271189934387502959,0,0.0,0
blk_-3624570700032324436,0,8.429369557916289e-08,0
blk_-5155758851561037963,0,0.0,0
blk_195553529372809852,0,8.429369557916289e-08,0
blk_-6029589532694813400,0,0.0,0
blk_1572315250789989543,0,0.0,0
blk_62056748416067593,0,0.0,0
blk_1417308828183618171,0,0.0,0
blk_-2150209500233995043,0,8.429369557916289e-08,0
blk_-7025214083741092089,0,0.0,0
blk_4306945141338612208,0,0.0,0
blk_9152852105573884024,0,0.0,0
blk_-3880610177521289666,0,0.0,0
blk_2733713566691231526,0,8.429369557916289e-08,0
blk_170968671846353039,0,0.0,0
blk_-8838129767875915,0,8.429369557916289e-08,0
blk_5806116454301685745,0,0.0,0
blk_-5224335345519390300,0,0.0,0
blk_-5543764318052829420,0,0.0,0
blk_1142435092707171245,0,0.0,0
blk_-854411058446317019,0,8.429369557916289e-08,0
blk_2110496599537526887,0,0.0,0
blk_-8838932399187619852,0,0.0,0
blk_-6324016022861887416,0,0.0,0
blk_-7245182845477080572,0,0.0,0
blk_7323318393880776269,0,0.0,0
blk_-7563094368088224667,0,0.0,0
blk_2332555955896495161,0,8.429369557916289e-08,0
blk_-1415877103708357797,0,0.0,0
blk_-5875755761969801142,0,0.0,0
blk_5095240117552175797,0,0.0,0
blk_6118954091967526516,0,0.0,0
blk_-2513059506016238428,0,0.0,0
blk_-3258906627562297407,0,0.0,0
blk_-7091357143931573952,0,8.429369557916289e-08,0
blk_-5329507652562154982,0,8.429369557916289e-08,0
blk_3108216435975108824,0,0.0,0
blk_-3335177392796066953,0,0.0,0
blk_5157578973273869737,1,2.685129404067993,1
blk_-2875155305175731413,0,8.429369557916289e-08,0
blk_4606267538124299302,0,0.0,0
blk_966797181364857565,0,0.0,0
blk_3199905008105017967,0,8.429369557916289e-08,0
blk_3229746062677789604,0,0.0,0
blk_-6410541288137328646,0,0.0,0
blk_5074937997644392069,0,0.0,0
blk_-8365901755978312280,0,8.429369557916289e-08,0
blk_-2324203216858469618,0,0.0,0
blk_-912406811976549564,0,8.429369557916289e-08,0
blk_1426216353674374855,0,8.429369557916289e-08,0
blk_-6724395488104929995,0,0.0,0
blk_-7230189842495404450,0,8.429369557916289e-08,0
blk_-487732552474285678,0,4.214684778958144e-08,0
blk_6754497465540127826,0,0.0,0
blk_-2893009880751054846,0,8.429369557916289e-08,0
blk_3065583926018270401,0,8.429369557916289e-08,0
blk_-4170033558136494022,0,8.429369557916289e-08,0
blk_-5323183418950206816,0,0.0,0
blk_8985940402338022443,0,0.0,0
blk_3909538313780269804,0,0.0,0
blk_5955733054661402934,0,0.0,0
blk_8642643402425342865,0,8.429369557916289e-08,0
blk_1648866604404622246,0,0.0,0
blk_-8421721635938861696,0,0.0,0
blk_-873773406297925317,0,0.0,0
blk_3473422231283066518,0,0.0,0
blk_-1849033197418053429,0,0.0,0
blk_14068908972078248,0,8.429369557916289e-08,0
blk_-6979727900259097920,0,0.0,0
blk_-7813406990707055925,0,0.0,0
blk_-775696798674363176,0,0.0,0
blk_26654159358844007,0,8.429369557916289e-08,0
blk_-5797884112652270083,0,0.0,0
blk_-532319790005939295,0,0.0,0
blk_-5382393729716880783,0,0.0,0
blk_1837428343826912555,0,8.429369557916289e-08,0
blk_6910676307950875336,0,8.429369557916289e-08,0
blk_-287809183401037259,0,8.429369557916289e-08,0
blk_8950180869870396696,0,0.0,0
blk_-2407948957987556733,0,0.0,0
blk_-1780726696798715603,0,0.0,0
blk_-7757553659368305610,0,0.0,0
blk_-6898618460651090393,0,0.0,0
blk_6491463802878397863,0,4.214684778958144e-08,0
blk_5104538975541223864,0,8.429369557916289e-08,0
blk_-4928123849211440091,0,0.0,0
blk_1955794946976568840,0,0.0,0
blk_-2871397418977416556,0,8.429369557916289e-08,0
blk_-2956496985007536649,0,0.0,0
blk_-3995691820180451376,0,0.0,0
blk_-7332906325338921569,0,8.429369557916289e-08,0
blk_-5896428915600870805,0,0.0,0
blk_-4133971821375767063,0,0.0,0
blk_-1521744299509868675,0,0.0,0
blk_-226183784389504863,0,0.0,0
blk_6909764343893777019,0,0.0,0
blk_-3184398186262352740,0,0.0,0
blk_4111290255976617467,0,0.0,0
blk_-1968845096269065961,0,8.429369557916289e-08,0
blk_-2623252511870837549,0,8.429369557916289e-08,0
blk_1776324992366900249,0,0.0,0
blk_-5864407507937168534,0,0.0,0
blk_8481906964331712168,0,8.429369557916289e-08,0
blk_-898835410619810534,0,8.429369557916289e-08,0
blk_-5861636720645142679,0,0.0,0
blk_-1547954353065580372,1,0.0,0
blk_-5775532110856360872,0,0.0,0
blk_-6690097897804616511,0,0.0,0
blk_-7116131784941856099,0,0.0,0
blk_7114826244888868526,0,0.0,0
blk_-6713734174088294147,1,3.3717478231665154e-07,1
blk_-314684926174560425,0,0.0,0
blk_7908103936040061621,0,0.0,0
blk_3940419062112831152,0,0.0,0
blk_2253888721292035262,0,0.0,0
blk_1712069746158733112,0,0.0,0
blk_6246130724180524169,0,0.0,0
blk_-8359532436062761411,0,0.0,0
blk_-624318294656235022,0,8.429369557916289e-08,0
blk_2067406049987046535,0,0.0,0
blk_4217540093663834191,0,0.0,0
blk_1834991868241705920,0,0.0,0
blk_-1687172803102806626,0,0.0,0
blk_-3465326972210610865,0,0.0,0
blk_-2388934612595950735,0,8.429369557916289e-08,0
blk_-2236556664111505193,0,0.0,0
blk_-5547249033528047419,0,0.0,0
blk_-2245632644175896164,0,8.429369557916289e-08,0
blk_-8863479332351297536,1,0.0,0
blk_-7345927419205705449,1,3.3717478231665154e-07,1
blk_-6748331154068864940,1,2.052284002304077,1
blk_317574958726529660,0,0.0,0
blk_-4459363533018047984,0,0.0,0
blk_-1963815046811675368,0,8.429369557916289e-08,0
blk_3109994761314131390,0,8.429369557916289e-08,0
blk_1417733935246563935,0,0.0,0
blk_2782248806378486471,0,8.429369557916289e-08,0
blk_4340935124645223671,0,0.0,0
blk_5884302276200320339,0,0.0,0
blk_6054498032817916966,0,4.214684778958144e-08,0
blk_-8536742149494824413,0,0.0,0
blk_-4145329439033138162,0,0.0,0
blk_-7795956839400565799,0,0.0,0
blk_3587161730583177153,0,0.0,0
blk_6058978151591093452,0,8.429369557916289e-08,0
blk_-2850656550192305849,0,0.0,0
blk_-6496553983182405119,0,0.0,0
blk_13506759517628736,0,0.0,0
blk_1763847876019989765,0,0.0,0
blk_-6856909395324068928,0,0.0,0
blk_-1147124361499633869,0,0.0,0
blk_829692591684785369,0,0.0,0
blk_6007078412684913860,0,0.0,0
blk_-8502295418201312024,1,2.6890485286712646,1
blk_-920241129103462655,0,0.0,0
blk_8453441471767478057,1,5.100013256072998,1
blk_3446210719683120129,0,0.0,0
blk_428058962028796920,0,8.429369557916289e-08,0
blk_3656343200579429564,0,0.0,0
blk_7833764151991791635,0,0.0,0
blk_-1324356025116236732,0,0.0,0
blk_-836744704381528019,0,0.0,0
blk_7596209790883467263,0,0.0,0
blk_-7603006736250389311,0,0.0,0
blk_7502348850156431900,0,0.0,0
blk_6627578214987224905,0,0.0,0
blk_3886801106761980120,0,8.429369557916289e-08,0
blk_-7131884362105793376,0,0.0,0
blk_2704279944119137043,0,0.0,0
blk_-5676964660568288393,0,0.0,0
blk_5889193920295865833,0,0.0,0
blk_1988623582001144374,0,0.0,0
blk_762370959062846848,0,0.0,0
blk_3573263829260691000,0,0.0,0
blk_-1580081499774279329,0,0.0,0
blk_7620431201847237773,0,0.0,0
blk_7814760695619180420,0,0.0,0
blk_-1877249982665439596,0,0.0,0
blk_4399583511876140207,1,2.3800995349884033,1
blk_8510186228670623537,0,4.214684778958144e-08,0
blk_-7466628609795274730,0,0.0,0
blk_-9122363047417115843,1,0.0,0
blk_1619083964198379108,0,0.0,0
blk_233969144033797825,1,2.685129404067993,1
blk_4422918749702910462,0,0.0,0
blk_954348295124704316,0,8.429369557916289e-08,0
blk_-3533622601122871875,0,0.0,0
blk_3768702449069268761,0,0.0,0
blk_2065432855448821779,0,0.0,0
blk_2245927830986468713,0,0.0,0
blk_4542865482675472099,0,0.0,0
blk_-2545436188895414154,0,0.0,0
blk_-8915732599954836592,0,0.0,0
blk_3466185367112865449,0,0.0,0
blk_8413981284037241978,0,8.429369557916289e-08,0
blk_-91381709326310597,0,0.0,0
blk_-4468325972156068080,0,8.429369557916289e-08,0
blk_-4069840923701845279,0,0.0,0
blk_2909225270614306334,0,0.0,0
blk_-5038103043387208587,0,8.429369557916289e-08,0
blk_-4101715003689493978,0,0.0,0
blk_-798219746618656928,0,8.429369557916289e-08,0
blk_9131322749325367191,1,5.664881229400635,1
blk_-5921010469913385471,0,0.0,0
blk_-9139077917159113461,0,8.429369557916289e-08,0
blk_-4124008069412563034,0,4.214684778958144e-08,0
blk_-3273361067496633175,0,0.0,0
blk_6445455979938314900,0,0.0,0
blk_-8151677821438058845,0,0.0,0
blk_4950818758125526616,0,0.0,0
blk_-5851009602250538134,0,0.0,0
blk_7064325145933019443,0,0.0,0
blk_-9127463534035463838,0,3.3717478231665154e-07,1
blk_8286651623313832874,0,0.0,0
blk_775732424825939054,0,0.0,0
blk_7033524934223774239,0,3.3717478231665154e-07,1
blk_-3710321402434275121,0,8.429369557916289e-08,0
blk_3770604276830178826,0,0.0,0
blk_-4229756834741154035,0,0.0,0
blk_4004900121916549987,0,0.0,0
blk_5283184164170401448,0,0.0,0
blk_7091809895552744572,0,0.0,0
blk_1403649527211078599,0,0.0,0
blk_-4216068372008239188,0,8.429369557916289e-08,0
blk_-7452997391733263011,0,0.0,0
blk_-8469463247596602786,0,4.214684778958144e-08,0
blk_-356393115974122001,0,0.0,0
blk_5733149766616818808,0,0.0,0
blk_-2271437063712415605,0,0.0,0
blk_-2750869557289333792,0,8.429369557916289e-08,0
blk_6085530952430858342,0,0.0,0
blk_-6782542465226327576,1,0.0,0
blk_4533787694974368555,0,8.429369557916289e-08,0
blk_-8453719277850928501,0,0.0,0
blk_-1356731100478221393,0,0.0,0
blk_5976117808608596129,0,8.429369557916289e-08,0
blk_-9035116925620002693,0,0.0,0
blk_-4541898293180057868,0,8.429369557916289e-08,0
blk_-5756805625742791012,0,0.0,0
blk_-3707338709156813394,0,0.0,0
blk_3621087189840869433,0,0.0,0
blk_-8604604603813206437,0,8.429369557916289e-08,0
blk_-2699918042524446671,0,0.0,0
blk_3108157990047810296,0,0.0,0
blk_2873389305564315541,0,0.0,0
blk_-3964433352605882193,0,8.429369557916289e-08,0
blk_-4237805263844143860,0,0.0,0
blk_4568608370270508558,0,0.0,0
blk_-2066066214870065551,0,0.0,0
blk_-1775877315000206249,0,0.0,0
blk_8480833839045258100,0,0.0,0
blk_-4207752292730180066,0,0.0,0
blk_-5516163192156015743,0,0.0,0
blk_-7484372864148630272,0,8.429369557916289e-08,0
blk_5805647290877579003,0,0.0,0
blk_9119327923924313591,1,5.063178539276123,1
blk_8924141776615489191,0,8.429369557916289e-08,0
blk_7799077012827014113,0,0.0,0
blk_6422679963594573596,0,0.0,0
blk_2912402803119490659,0,0.0,0
